Date,Department,Expense_Category,Expense_Amount
01-05-2024,Finance,Logistics,152046
21-11-2024,Marketing,Trade Promotion,8223
18-03-2024,Finance,Salaries,132446
31-10-2024,Marketing,Office Expenses,59590
06-06-2024,Marketing,Trade Promotion,16534
22-01-2024,Sales,Office Expenses,126835
31-08-2024,Marketing,Logistics,103273
16-09-2024,Marketing,Trade Promotion,147030
02-04-2024,Supply Chain,Trade Promotion,73789
06-03-2024,Admin,Trade Promotion,110639
30-01-2024,Supply Chain,Logistics,148383
31-05-2024,Sales,Advertising,197623
01-12-2024,Sales,Advertising,54912
25-01-2024,Finance,Salaries,119658
05-03-2024,Sales,Salaries,143301
24-12-2024,Admin,Office Expenses,25945
28-09-2024,Marketing,Trade Promotion,149652
06-11-2024,Supply Chain,Salaries,166074
03-06-2024,Finance,Office Expenses,115012
14-12-2024,Sales,Office Expenses,195680
03-05-2024,Sales,Logistics,86636
08-03-2024,Admin,Office Expenses,98107
11-04-2024,Supply Chain,Salaries,92328
30-12-2024,Finance,Salaries,59399
29-12-2024,Supply Chain,Advertising,75524
10-02-2024,Supply Chain,Logistics,169726
14-07-2024,Finance,Advertising,46963
10-06-2024,Sales,Trade Promotion,180899
10-06-2024,Admin,Advertising,118218
07-08-2024,Admin,Trade Promotion,81046
01-01-2024,Admin,Trade Promotion,91568
27-03-2024,Finance,Salaries,131122
17-08-2024,Supply Chain,Salaries,124786
19-10-2024,Admin,Trade Promotion,48525
04-12-2024,Admin,Office Expenses,71339
05-07-2024,Supply Chain,Advertising,152060
24-04-2024,Sales,Logistics,31038
27-11-2024,Sales,Office Expenses,106963
16-11-2024,Admin,Advertising,4686
13-01-2024,Supply Chain,Trade Promotion,86318
13-09-2024,Sales,Office Expenses,180430
21-06-2024,Marketing,Office Expenses,165622
14-03-2024,Marketing,Office Expenses,69872
21-05-2024,Finance,Salaries,172093
06-05-2024,Finance,Salaries,9162
10-04-2024,Admin,Office Expenses,47096
30-07-2024,Supply Chain,Salaries,120112
04-09-2024,Finance,Logistics,101129
06-09-2024,Supply Chain,Salaries,45333
16-02-2024,Marketing,Salaries,110917
05-07-2024,Supply Chain,Trade Promotion,109249
13-12-2024,Admin,Logistics,27397
08-11-2024,Sales,Trade Promotion,71283
05-03-2024,Finance,Salaries,133358
14-07-2024,Supply Chain,Advertising,190301
10-03-2024,Admin,Office Expenses,40912
27-02-2024,Supply Chain,Trade Promotion,49961
27-06-2024,Admin,Office Expenses,114242
13-11-2024,Admin,Logistics,186344
17-04-2024,Finance,Salaries,120373
22-07-2024,Sales,Salaries,22296
09-10-2024,Supply Chain,Salaries,146750
02-07-2024,Marketing,Logistics,95873
29-01-2024,Finance,Trade Promotion,50870
12-02-2024,Finance,Office Expenses,71556
17-01-2024,Finance,Trade Promotion,129563
09-02-2024,Supply Chain,Office Expenses,49063
10-09-2024,Finance,Office Expenses,114563
31-03-2024,Finance,Salaries,193678
03-07-2024,Finance,Advertising,60119
21-12-2024,Finance,Salaries,155947
05-07-2024,Sales,Office Expenses,170181
18-04-2024,Supply Chain,Logistics,142038
30-08-2024,Admin,Logistics,140580
12-02-2024,Marketing,Salaries,185713
01-05-2024,Admin,Trade Promotion,77265
24-03-2024,Finance,Office Expenses,142833
15-01-2024,Supply Chain,Logistics,37088
27-03-2024,Marketing,Office Expenses,160061
10-01-2024,Admin,Advertising,95671
19-11-2024,Supply Chain,Salaries,196814
15-10-2024,Finance,Salaries,136418
21-09-2024,Finance,Logistics,73103
11-01-2024,Finance,Office Expenses,142106
11-08-2024,Marketing,Salaries,140084
17-07-2024,Marketing,Trade Promotion,41742
30-03-2024,Finance,Advertising,174661
20-09-2024,Marketing,Logistics,129762
20-11-2024,Admin,Logistics,146177
12-07-2024,Sales,Logistics,143906
09-05-2024,Supply Chain,Advertising,193441
28-11-2024,Sales,Advertising,179846
09-01-2024,Sales,Trade Promotion,45390
22-11-2024,Supply Chain,Salaries,35074
16-03-2024,Admin,Trade Promotion,128165
04-01-2024,Marketing,Salaries,155424
01-09-2024,Sales,Office Expenses,77163
31-01-2024,Sales,Advertising,191959
11-08-2024,Admin,Salaries,86707
15-08-2024,Admin,Salaries,59931
10-02-2024,Finance,Logistics,22346
14-05-2024,Finance,Salaries,43511
12-07-2024,Admin,Salaries,12477
15-03-2024,Sales,Advertising,143892
26-06-2024,Supply Chain,Office Expenses,166347
29-02-2024,Sales,Trade Promotion,82569
29-10-2024,Finance,Logistics,111613
26-02-2024,Sales,Office Expenses,21346
05-12-2024,Marketing,Advertising,16437
04-10-2024,Marketing,Salaries,134250
10-12-2024,Marketing,Trade Promotion,77325
30-09-2024,Admin,Advertising,115380
20-07-2024,Sales,Salaries,139753
08-07-2024,Supply Chain,Trade Promotion,178528
24-09-2024,Finance,Office Expenses,144925
29-01-2024,Admin,Salaries,183183
15-09-2024,Admin,Office Expenses,98096
26-01-2024,Marketing,Salaries,186641
30-07-2024,Marketing,Advertising,187041
28-06-2024,Marketing,Office Expenses,138769
30-07-2024,Finance,Office Expenses,186363
18-03-2024,Marketing,Office Expenses,45308
27-12-2024,Admin,Salaries,160109
17-06-2024,Marketing,Trade Promotion,154621
06-09-2024,Admin,Advertising,16588
20-05-2024,Sales,Salaries,177982
16-06-2024,Finance,Salaries,31247
01-04-2024,Sales,Advertising,119271
20-02-2024,Sales,Trade Promotion,169986
17-12-2024,Supply Chain,Trade Promotion,125814
12-06-2024,Supply Chain,Advertising,20377
26-09-2024,Marketing,Office Expenses,142146
12-09-2024,Marketing,Trade Promotion,87155
02-06-2024,Admin,Trade Promotion,70741
12-07-2024,Admin,Advertising,107165
19-07-2024,Finance,Salaries,23783
19-02-2024,Sales,Office Expenses,195119
22-11-2024,Sales,Salaries,144457
05-08-2024,Finance,Trade Promotion,143031
07-02-2024,Marketing,Trade Promotion,54168
15-10-2024,Marketing,Logistics,47194
26-11-2024,Marketing,Salaries,176696
13-08-2024,Marketing,Advertising,14165
25-05-2024,Admin,Salaries,167361
07-06-2024,Marketing,Advertising,195704
30-11-2024,Marketing,Trade Promotion,116173
09-08-2024,Sales,Trade Promotion,95828
22-08-2024,Supply Chain,Office Expenses,181107
28-11-2024,Finance,Salaries,89780
12-05-2024,Finance,Trade Promotion,193389
30-07-2024,Finance,Office Expenses,97136
22-10-2024,Supply Chain,Trade Promotion,161301
14-11-2024,Admin,Office Expenses,12797
03-12-2024,Finance,Salaries,184094
12-02-2024,Finance,Advertising,8682
02-01-2024,Finance,Office Expenses,118081
27-11-2024,Finance,Trade Promotion,149769
06-09-2024,Admin,Logistics,172639
30-08-2024,Marketing,Logistics,57065
06-10-2024,Admin,Salaries,36129
13-03-2024,Admin,Advertising,145227
11-06-2024,Sales,Logistics,119924
01-07-2024,Admin,Logistics,74981
14-02-2024,Sales,Office Expenses,119052
29-10-2024,Admin,Advertising,107888
14-12-2024,Supply Chain,Logistics,71577
20-02-2024,Sales,Advertising,187464
11-10-2024,Supply Chain,Office Expenses,175365
25-12-2024,Admin,Advertising,107080
26-06-2024,Supply Chain,Office Expenses,177720
02-05-2024,Admin,Salaries,155235
05-09-2024,Sales,Advertising,52426
14-01-2024,Supply Chain,Advertising,177629
04-06-2024,Admin,Logistics,67967
27-02-2024,Marketing,Salaries,198228
02-02-2024,Marketing,Advertising,78487
25-12-2024,Admin,Logistics,108541
12-03-2024,Sales,Logistics,179499
20-02-2024,Finance,Office Expenses,126106
19-11-2024,Supply Chain,Logistics,40669
29-01-2024,Finance,Trade Promotion,141488
17-10-2024,Supply Chain,Office Expenses,79451
11-04-2024,Supply Chain,Office Expenses,93098
06-05-2024,Marketing,Office Expenses,70007
06-11-2024,Supply Chain,Salaries,37517
12-06-2024,Admin,Advertising,13975
25-12-2024,Supply Chain,Logistics,158446
07-05-2024,Admin,Logistics,113083
26-05-2024,Admin,Advertising,79124
25-06-2024,Finance,Office Expenses,101796
03-05-2024,Marketing,Office Expenses,31801
03-10-2024,Sales,Trade Promotion,102599
03-09-2024,Sales,Trade Promotion,41010
29-06-2024,Sales,Logistics,18501
02-05-2024,Admin,Office Expenses,122303
20-03-2024,Supply Chain,Salaries,48514
10-03-2024,Finance,Advertising,32774
11-12-2024,Admin,Office Expenses,196781
01-01-2024,Admin,Logistics,92354
22-03-2024,Sales,Advertising,196150
22-08-2024,Admin,Logistics,75252
13-09-2024,Sales,Logistics,181735
27-01-2024,Sales,Advertising,118414
26-05-2024,Sales,Trade Promotion,123975
30-03-2024,Admin,Salaries,98586
03-11-2024,Finance,Logistics,183141
25-07-2024,Marketing,Office Expenses,32571
16-07-2024,Supply Chain,Salaries,199603
03-03-2024,Sales,Office Expenses,52566
16-12-2024,Admin,Logistics,118759
13-08-2024,Marketing,Trade Promotion,63545
09-09-2024,Admin,Logistics,128100
28-08-2024,Admin,Logistics,150048
18-11-2024,Supply Chain,Office Expenses,23189
22-08-2024,Sales,Trade Promotion,181237
05-12-2024,Admin,Advertising,140319
09-05-2024,Supply Chain,Trade Promotion,107592
06-02-2024,Admin,Office Expenses,10524
29-06-2024,Marketing,Logistics,46994
19-07-2024,Finance,Advertising,137285
12-08-2024,Finance,Salaries,145401
08-02-2024,Sales,Trade Promotion,111978
02-05-2024,Finance,Office Expenses,147867
07-06-2024,Supply Chain,Salaries,155783
19-01-2024,Supply Chain,Office Expenses,185705
24-10-2024,Finance,Trade Promotion,62811
27-06-2024,Supply Chain,Logistics,121970
02-05-2024,Admin,Logistics,5578
03-02-2024,Admin,Office Expenses,82308
09-11-2024,Supply Chain,Salaries,164036
27-09-2024,Marketing,Logistics,148552
29-01-2024,Sales,Trade Promotion,79722
03-07-2024,Supply Chain,Office Expenses,56095
29-08-2024,Sales,Salaries,43112
13-05-2024,Finance,Salaries,107431
15-02-2024,Marketing,Advertising,165601
26-12-2024,Admin,Logistics,53747
11-03-2024,Supply Chain,Advertising,103511
27-01-2024,Marketing,Salaries,58476
04-08-2024,Sales,Advertising,181973
08-05-2024,Supply Chain,Logistics,94901
13-03-2024,Admin,Logistics,53715
29-05-2024,Admin,Advertising,178990
29-05-2024,Supply Chain,Logistics,86930
03-05-2024,Supply Chain,Salaries,140577
16-07-2024,Marketing,Office Expenses,20613
14-12-2024,Admin,Advertising,43532
06-11-2024,Sales,Trade Promotion,74361
27-07-2024,Admin,Logistics,60958
20-04-2024,Supply Chain,Trade Promotion,5937
11-08-2024,Sales,Advertising,129311
26-10-2024,Supply Chain,Advertising,124451
06-02-2024,Admin,Trade Promotion,15925
20-10-2024,Marketing,Salaries,23062
05-01-2024,Sales,Office Expenses,29820
29-08-2024,Marketing,Logistics,53127
05-10-2024,Finance,Logistics,39045
06-07-2024,Sales,Advertising,54087
24-10-2024,Admin,Trade Promotion,77712
27-07-2024,Marketing,Office Expenses,52257
07-04-2024,Marketing,Logistics,74917
31-05-2024,Admin,Trade Promotion,180112
29-08-2024,Supply Chain,Advertising,129587
28-08-2024,Finance,Office Expenses,146271
30-10-2024,Admin,Advertising,66937
01-05-2024,Marketing,Trade Promotion,48525
18-09-2024,Sales,Advertising,137750
17-08-2024,Finance,Logistics,74656
13-07-2024,Admin,Advertising,1405
25-08-2024,Marketing,Salaries,135188
28-09-2024,Finance,Salaries,34190
20-07-2024,Supply Chain,Salaries,19371
27-02-2024,Finance,Logistics,191457
10-08-2024,Admin,Advertising,119695
24-12-2024,Sales,Logistics,10673
19-04-2024,Marketing,Salaries,170436
22-01-2024,Admin,Office Expenses,121682
16-11-2024,Sales,Salaries,162807
07-06-2024,Marketing,Trade Promotion,39241
17-09-2024,Admin,Office Expenses,110373
20-10-2024,Supply Chain,Salaries,121274
08-12-2024,Sales,Advertising,50355
04-03-2024,Sales,Office Expenses,121782
12-10-2024,Finance,Logistics,189834
14-07-2024,Supply Chain,Office Expenses,50752
13-12-2024,Marketing,Advertising,99133
28-06-2024,Finance,Logistics,58065
04-05-2024,Supply Chain,Salaries,25493
07-06-2024,Admin,Advertising,163987
29-09-2024,Sales,Office Expenses,43575
24-07-2024,Finance,Trade Promotion,70864
01-10-2024,Sales,Office Expenses,17337
01-05-2024,Supply Chain,Logistics,147650
23-01-2024,Sales,Salaries,189338
06-03-2024,Finance,Office Expenses,2018
02-05-2024,Admin,Advertising,115323
05-11-2024,Finance,Salaries,64212
07-09-2024,Marketing,Advertising,30751
16-03-2024,Sales,Office Expenses,21048
12-02-2024,Finance,Trade Promotion,169583
11-10-2024,Finance,Office Expenses,61160
12-11-2024,Admin,Advertising,10307
04-06-2024,Sales,Advertising,6290
11-08-2024,Sales,Advertising,3932
14-05-2024,Marketing,Trade Promotion,197976
06-05-2024,Supply Chain,Trade Promotion,41025
29-09-2024,Supply Chain,Office Expenses,9768
17-11-2024,Sales,Advertising,40994
29-05-2024,Finance,Salaries,132548
04-06-2024,Supply Chain,Salaries,70928
08-11-2024,Supply Chain,Office Expenses,104384
02-01-2024,Finance,Salaries,13000
01-04-2024,Marketing,Office Expenses,80241
30-07-2024,Marketing,Office Expenses,98762
07-07-2024,Sales,Logistics,122744
21-06-2024,Supply Chain,Office Expenses,112475
21-01-2024,Finance,Office Expenses,172091
28-07-2024,Marketing,Trade Promotion,15211
02-07-2024,Finance,Logistics,9209
16-12-2024,Sales,Advertising,154836
13-07-2024,Sales,Salaries,137614
12-06-2024,Marketing,Office Expenses,8385
01-09-2024,Supply Chain,Office Expenses,20084
19-01-2024,Finance,Advertising,52253
17-02-2024,Supply Chain,Office Expenses,102080
14-05-2024,Marketing,Trade Promotion,100604
03-04-2024,Sales,Salaries,28020
27-07-2024,Sales,Office Expenses,39740
05-04-2024,Marketing,Logistics,77110
16-09-2024,Sales,Logistics,177926
02-07-2024,Admin,Advertising,191980
08-07-2024,Sales,Logistics,81212
24-04-2024,Admin,Advertising,74044
06-06-2024,Admin,Office Expenses,68579
25-10-2024,Admin,Logistics,51220
14-04-2024,Supply Chain,Trade Promotion,115120
07-07-2024,Marketing,Advertising,145776
08-09-2024,Marketing,Logistics,146544
25-08-2024,Marketing,Salaries,62645
07-11-2024,Admin,Trade Promotion,134141
27-02-2024,Admin,Trade Promotion,134047
04-11-2024,Admin,Advertising,8673
11-01-2024,Sales,Logistics,144875
20-03-2024,Finance,Salaries,145298
18-04-2024,Finance,Logistics,72325
18-02-2024,Sales,Logistics,143948
11-02-2024,Finance,Logistics,2167
04-08-2024,Finance,Advertising,66550
19-04-2024,Supply Chain,Advertising,187697
13-11-2024,Finance,Advertising,112886
12-07-2024,Sales,Logistics,168611
31-03-2024,Admin,Logistics,55381
27-08-2024,Supply Chain,Salaries,84872
20-01-2024,Finance,Trade Promotion,75183
09-08-2024,Sales,Trade Promotion,32272
29-09-2024,Marketing,Logistics,18243
20-06-2024,Marketing,Trade Promotion,60340
28-09-2024,Supply Chain,Logistics,88800
27-02-2024,Marketing,Office Expenses,148788
04-11-2024,Sales,Trade Promotion,41122
22-03-2024,Marketing,Advertising,62653
17-05-2024,Marketing,Advertising,10486
02-05-2024,Finance,Advertising,52669
18-09-2024,Sales,Office Expenses,41109
17-01-2024,Sales,Advertising,71091
24-09-2024,Sales,Office Expenses,120407
24-10-2024,Admin,Logistics,81344
29-02-2024,Sales,Salaries,65856
18-10-2024,Finance,Office Expenses,125122
23-01-2024,Marketing,Advertising,126158
01-09-2024,Marketing,Advertising,11140
03-01-2024,Marketing,Office Expenses,177605
30-04-2024,Sales,Trade Promotion,154044
07-03-2024,Sales,Advertising,10993
13-11-2024,Supply Chain,Trade Promotion,104996
22-06-2024,Supply Chain,Trade Promotion,172806
21-09-2024,Supply Chain,Salaries,189801
23-03-2024,Admin,Salaries,108943
22-01-2024,Supply Chain,Salaries,29631
18-03-2024,Finance,Logistics,122477
16-12-2024,Sales,Office Expenses,65923
21-04-2024,Admin,Trade Promotion,113011
13-08-2024,Finance,Advertising,180548
23-02-2024,Marketing,Logistics,177353
22-02-2024,Supply Chain,Salaries,34071
01-09-2024,Supply Chain,Office Expenses,54559
02-08-2024,Sales,Logistics,132281
15-10-2024,Finance,Advertising,95880
02-09-2024,Finance,Logistics,198256
17-06-2024,Supply Chain,Trade Promotion,57293
13-12-2024,Supply Chain,Salaries,8610
03-10-2024,Finance,Logistics,70781
26-01-2024,Finance,Trade Promotion,198808
22-09-2024,Marketing,Logistics,120671
15-11-2024,Supply Chain,Advertising,24756
23-01-2024,Supply Chain,Salaries,97483
07-03-2024,Finance,Salaries,148516
22-09-2024,Sales,Logistics,116184
30-12-2024,Finance,Office Expenses,138246
19-08-2024,Supply Chain,Advertising,34392
02-05-2024,Marketing,Advertising,160509
01-01-2024,Supply Chain,Advertising,178373
28-01-2024,Admin,Office Expenses,130654
06-09-2024,Supply Chain,Office Expenses,30942
21-10-2024,Supply Chain,Advertising,189436
26-08-2024,Supply Chain,Salaries,189078
16-04-2024,Finance,Trade Promotion,52502
18-03-2024,Sales,Logistics,24030
04-07-2024,Supply Chain,Logistics,65321
07-02-2024,Supply Chain,Office Expenses,88546
16-11-2024,Supply Chain,Advertising,11076
02-01-2024,Supply Chain,Advertising,174888
21-11-2024,Supply Chain,Salaries,36804
25-05-2024,Marketing,Logistics,31804
03-11-2024,Finance,Advertising,74872
05-11-2024,Finance,Logistics,195710
23-06-2024,Supply Chain,Logistics,151223
27-11-2024,Marketing,Advertising,96551
15-03-2024,Admin,Logistics,70355
20-04-2024,Admin,Logistics,63511
04-06-2024,Marketing,Salaries,155098
11-02-2024,Admin,Office Expenses,121976
21-10-2024,Finance,Office Expenses,67495
26-05-2024,Admin,Salaries,30257
02-10-2024,Supply Chain,Advertising,2875
08-03-2024,Sales,Logistics,26950
16-11-2024,Marketing,Advertising,182011
31-03-2024,Sales,Trade Promotion,159582
15-02-2024,Marketing,Logistics,180429
20-08-2024,Marketing,Trade Promotion,67106
10-07-2024,Marketing,Salaries,122568
11-09-2024,Finance,Trade Promotion,25260
10-07-2024,Finance,Office Expenses,106492
03-07-2024,Marketing,Logistics,20657
01-11-2024,Supply Chain,Logistics,67942
01-04-2024,Admin,Salaries,23769
08-04-2024,Supply Chain,Logistics,4544
13-09-2024,Finance,Salaries,4360
15-09-2024,Marketing,Logistics,137141
04-01-2024,Finance,Trade Promotion,58278
03-06-2024,Admin,Logistics,126533
06-02-2024,Sales,Salaries,139039
23-01-2024,Sales,Trade Promotion,111469
03-06-2024,Supply Chain,Salaries,120819
10-12-2024,Marketing,Office Expenses,83899
03-12-2024,Finance,Trade Promotion,134432
02-01-2024,Supply Chain,Office Expenses,62794
22-09-2024,Supply Chain,Salaries,180547
07-04-2024,Supply Chain,Office Expenses,30635
11-12-2024,Admin,Logistics,89561
27-01-2024,Supply Chain,Trade Promotion,189490
19-10-2024,Marketing,Trade Promotion,59522
11-10-2024,Admin,Office Expenses,84516
23-07-2024,Sales,Office Expenses,103118
15-05-2024,Sales,Trade Promotion,181996
09-12-2024,Sales,Salaries,1464
11-11-2024,Marketing,Office Expenses,78667
07-05-2024,Marketing,Office Expenses,82762
14-12-2024,Admin,Salaries,65220
28-11-2024,Sales,Salaries,11192
30-06-2024,Admin,Trade Promotion,133948
25-01-2024,Sales,Office Expenses,134251
16-08-2024,Sales,Trade Promotion,144954
14-05-2024,Sales,Advertising,132428
04-10-2024,Sales,Trade Promotion,17898
18-12-2024,Admin,Trade Promotion,62010
15-01-2024,Marketing,Salaries,63436
01-07-2024,Sales,Trade Promotion,90598
04-05-2024,Supply Chain,Logistics,60871
15-05-2024,Finance,Trade Promotion,109434
11-09-2024,Marketing,Salaries,135814
18-08-2024,Marketing,Advertising,181330
30-10-2024,Admin,Salaries,60311
04-04-2024,Finance,Salaries,129208
01-04-2024,Admin,Logistics,174237
04-12-2024,Marketing,Advertising,85537
03-12-2024,Sales,Logistics,55352
28-06-2024,Sales,Advertising,100925
20-10-2024,Admin,Logistics,109727
06-05-2024,Marketing,Trade Promotion,19798
20-08-2024,Marketing,Advertising,46502
14-04-2024,Marketing,Trade Promotion,110503
13-01-2024,Supply Chain,Logistics,155732
12-06-2024,Sales,Office Expenses,104710
05-11-2024,Admin,Trade Promotion,114906
14-04-2024,Admin,Office Expenses,162298
29-10-2024,Sales,Office Expenses,83271
21-11-2024,Admin,Salaries,31067
23-11-2024,Admin,Advertising,124475
28-03-2024,Admin,Logistics,23457
22-12-2024,Admin,Office Expenses,107056
26-07-2024,Admin,Trade Promotion,89500
29-07-2024,Marketing,Trade Promotion,128171
20-10-2024,Supply Chain,Salaries,192598
26-04-2024,Finance,Salaries,16752
24-06-2024,Marketing,Logistics,35697
13-07-2024,Marketing,Logistics,133702
04-10-2024,Marketing,Trade Promotion,182347
27-03-2024,Marketing,Office Expenses,19966
01-01-2024,Admin,Trade Promotion,160337
01-08-2024,Finance,Office Expenses,113863
09-07-2024,Finance,Trade Promotion,92672
29-04-2024,Admin,Logistics,191679
24-10-2024,Admin,Office Expenses,115872
19-04-2024,Finance,Logistics,130443
13-07-2024,Marketing,Logistics,103937
09-05-2024,Admin,Trade Promotion,89858
07-07-2024,Marketing,Trade Promotion,153095
24-12-2024,Marketing,Salaries,17794
01-03-2024,Admin,Logistics,58101
17-05-2024,Admin,Salaries,98965
05-02-2024,Finance,Advertising,50072
24-12-2024,Admin,Logistics,148918
26-02-2024,Sales,Salaries,149861
28-09-2024,Marketing,Advertising,195917
20-05-2024,Marketing,Logistics,85442
10-06-2024,Supply Chain,Logistics,92224
21-08-2024,Marketing,Advertising,198917
04-10-2024,Sales,Trade Promotion,28775
17-02-2024,Marketing,Advertising,142942
17-05-2024,Marketing,Office Expenses,138209
27-01-2024,Supply Chain,Logistics,126252
19-05-2024,Marketing,Office Expenses,78837
24-08-2024,Sales,Advertising,79048
26-03-2024,Admin,Trade Promotion,19236
11-06-2024,Admin,Office Expenses,108888
26-09-2024,Marketing,Salaries,100348
30-08-2024,Admin,Salaries,165576
06-10-2024,Finance,Logistics,179716
13-07-2024,Finance,Logistics,97840
21-12-2024,Sales,Trade Promotion,62801
27-08-2024,Marketing,Trade Promotion,192578
30-03-2024,Admin,Salaries,14277
28-10-2024,Admin,Trade Promotion,69744
08-10-2024,Sales,Salaries,176199
19-08-2024,Finance,Office Expenses,142672
22-11-2024,Marketing,Salaries,139710
11-10-2024,Finance,Trade Promotion,133681
30-01-2024,Sales,Trade Promotion,164798
24-09-2024,Marketing,Salaries,144388
04-08-2024,Sales,Advertising,169938
01-03-2024,Sales,Advertising,117441
13-10-2024,Admin,Trade Promotion,66140
27-08-2024,Finance,Salaries,81058
26-08-2024,Sales,Advertising,65352
27-11-2024,Sales,Logistics,84752
28-06-2024,Marketing,Office Expenses,195066
04-08-2024,Marketing,Office Expenses,173822
21-06-2024,Finance,Salaries,140075
23-01-2024,Finance,Advertising,119494
15-12-2024,Finance,Salaries,1841
12-05-2024,Admin,Trade Promotion,22110
27-02-2024,Admin,Trade Promotion,78639
06-04-2024,Sales,Logistics,144839
16-06-2024,Marketing,Trade Promotion,39433
12-01-2024,Admin,Salaries,42873
28-08-2024,Supply Chain,Office Expenses,93704
15-12-2024,Finance,Office Expenses,104734
29-09-2024,Marketing,Advertising,120069
27-09-2024,Sales,Trade Promotion,79850
19-06-2024,Marketing,Advertising,80345
07-03-2024,Marketing,Trade Promotion,78050
22-08-2024,Sales,Office Expenses,30583
07-05-2024,Admin,Office Expenses,196208
21-05-2024,Supply Chain,Logistics,27080
02-12-2024,Admin,Office Expenses,31543
05-04-2024,Finance,Trade Promotion,146627
04-02-2024,Supply Chain,Office Expenses,18446
30-01-2024,Supply Chain,Office Expenses,116837
20-11-2024,Admin,Office Expenses,3514
25-09-2024,Admin,Salaries,191717
03-10-2024,Finance,Advertising,109606
05-08-2024,Finance,Salaries,182092
20-10-2024,Marketing,Logistics,93284
25-02-2024,Sales,Trade Promotion,121954
10-03-2024,Admin,Salaries,133584
19-11-2024,Sales,Trade Promotion,129634
04-04-2024,Admin,Logistics,78198
24-01-2024,Supply Chain,Advertising,70912
19-07-2024,Finance,Trade Promotion,67590
27-01-2024,Supply Chain,Advertising,15139
20-09-2024,Admin,Logistics,96403
28-11-2024,Finance,Advertising,58393
15-11-2024,Marketing,Logistics,134007
08-11-2024,Finance,Office Expenses,14509
28-08-2024,Finance,Logistics,106757
26-05-2024,Admin,Logistics,32783
06-05-2024,Sales,Advertising,40418
29-11-2024,Finance,Trade Promotion,192564
21-06-2024,Admin,Office Expenses,117335
19-10-2024,Finance,Salaries,123153
04-07-2024,Admin,Salaries,126644
27-01-2024,Supply Chain,Trade Promotion,40458
21-03-2024,Admin,Trade Promotion,31708
13-08-2024,Supply Chain,Office Expenses,77384
31-03-2024,Supply Chain,Logistics,162397
15-05-2024,Sales,Trade Promotion,191509
17-02-2024,Supply Chain,Office Expenses,111558
26-01-2024,Admin,Trade Promotion,51449
17-08-2024,Sales,Logistics,106550
18-03-2024,Sales,Trade Promotion,154785
21-09-2024,Sales,Office Expenses,35917
19-12-2024,Supply Chain,Logistics,19894
30-12-2024,Admin,Logistics,54439
19-05-2024,Finance,Trade Promotion,26965
10-12-2024,Finance,Advertising,189807
02-02-2024,Sales,Advertising,122322
15-04-2024,Marketing,Advertising,48390
19-08-2024,Finance,Trade Promotion,60917
05-01-2024,Admin,Trade Promotion,88956
16-01-2024,Sales,Trade Promotion,97582
25-08-2024,Marketing,Salaries,38539
27-10-2024,Admin,Salaries,24150
19-11-2024,Marketing,Office Expenses,56449
19-01-2024,Finance,Office Expenses,64651
13-01-2024,Marketing,Logistics,1206
10-05-2024,Supply Chain,Office Expenses,72587
17-09-2024,Supply Chain,Office Expenses,113873
27-09-2024,Sales,Salaries,10531
06-08-2024,Supply Chain,Advertising,152036
02-02-2024,Marketing,Office Expenses,21761
23-10-2024,Supply Chain,Office Expenses,109139
16-10-2024,Sales,Office Expenses,101640
29-09-2024,Finance,Office Expenses,47847
23-10-2024,Sales,Salaries,140758
09-11-2024,Sales,Advertising,69447
19-09-2024,Marketing,Salaries,33640
13-02-2024,Marketing,Salaries,137128
06-02-2024,Admin,Advertising,14164
19-08-2024,Supply Chain,Trade Promotion,3431
19-10-2024,Finance,Office Expenses,182181
15-01-2024,Admin,Office Expenses,110780
03-01-2024,Marketing,Salaries,88310
12-07-2024,Finance,Logistics,107011
16-04-2024,Marketing,Office Expenses,177115
11-04-2024,Supply Chain,Trade Promotion,148618
19-12-2024,Sales,Salaries,197613
29-02-2024,Finance,Advertising,5742
20-12-2024,Finance,Trade Promotion,88707
14-11-2024,Admin,Logistics,143257
24-03-2024,Finance,Logistics,182713
04-04-2024,Finance,Logistics,99039
27-07-2024,Marketing,Advertising,140748
20-07-2024,Supply Chain,Trade Promotion,48396
30-01-2024,Admin,Logistics,91118
19-10-2024,Marketing,Logistics,117532
20-06-2024,Admin,Salaries,157581
05-05-2024,Admin,Advertising,62672
17-11-2024,Supply Chain,Logistics,103638
11-11-2024,Supply Chain,Advertising,57667
12-04-2024,Sales,Logistics,106512
20-05-2024,Marketing,Office Expenses,58786
20-08-2024,Supply Chain,Office Expenses,139488
07-11-2024,Admin,Trade Promotion,159604
06-10-2024,Admin,Trade Promotion,108673
15-09-2024,Admin,Advertising,172982
10-07-2024,Marketing,Advertising,70842
29-01-2024,Finance,Salaries,126109
28-03-2024,Sales,Advertising,22226
23-02-2024,Admin,Trade Promotion,190687
28-08-2024,Sales,Salaries,112021
27-05-2024,Finance,Logistics,3209
19-03-2024,Sales,Trade Promotion,148934
19-07-2024,Marketing,Logistics,105049
08-11-2024,Marketing,Trade Promotion,145492
12-04-2024,Admin,Office Expenses,88479
14-08-2024,Sales,Office Expenses,96416
18-11-2024,Supply Chain,Salaries,173066
06-05-2024,Finance,Advertising,71160
07-11-2024,Marketing,Salaries,135560
29-03-2024,Marketing,Advertising,150558
04-03-2024,Finance,Salaries,38601
