Invoice_Number,Invoice_Date,Customer_Name,Region,Product,Sales_Amount
INV120781,45557,Verma Traders,East,Biscuits 200g,49410
INV120782,45429,Sharma Distributors,North,Shampoo 180ml,36853
INV120783,45335,Agarwal Stores,North,Toothpaste 150g,740
INV120784,45553,Singh Enterprises,East,Shampoo 180ml,10900
INV120785,45507,Sharma Distributors,North,Soap 100g,8115
INV120786,45412,Sharma Distributors,East,Soap 100g,31250
INV120787,45443,Agarwal Stores,West,Toothpaste 150g,18484
INV120788,45504,Gupta Retailers,East,Toothpaste 150g,16578
INV120789,45525,Sharma Distributors,West,Soap 100g,31401
INV120790,45642,Agarwal Stores,East,Biscuits 200g,21594
INV120791,45402,Gupta Retailers,West,Shampoo 180ml,7272
INV120792,45652,Gupta Retailers,North,Soap 100g,6786
INV120793,45611,Sharma Distributors,West,Toothpaste 150g,46919
INV120794,45513,Gupta Retailers,West,Toothpaste 150g,34471
INV120795,45517,Sharma Distributors,South,Biscuits 200g,25175
INV120796,45501,Sharma Distributors,West,Detergent 1kg,1694
INV120797,45362,Verma Traders,North,Toothpaste 150g,6399
INV120798,45651,Singh Enterprises,South,Biscuits 200g,7872
INV120799,45380,Singh Enterprises,South,Soap 100g,48120
INV120800,45553,Verma Traders,East,Detergent 1kg,14814
INV120801,45479,Sharma Distributors,West,Soap 100g,18041
INV120802,45403,Agarwal Stores,East,Biscuits 200g,24881
INV120803,45530,Gupta Retailers,East,Soap 100g,21408
INV120804,45547,Verma Traders,West,Shampoo 180ml,32094
INV120805,45441,Verma Traders,East,Biscuits 200g,8930
INV120806,45418,Verma Traders,North,Detergent 1kg,32057
INV120807,45610,Verma Traders,North,Toothpaste 150g,5353
INV120808,45565,Singh Enterprises,West,Soap 100g,35134
INV120809,45624,Sharma Distributors,West,Biscuits 200g,8374
INV120810,45430,Verma Traders,South,Soap 100g,2505
INV120811,45394,Verma Traders,West,Biscuits 200g,21139
INV120812,45533,Verma Traders,West,Biscuits 200g,34572
INV120813,45408,Agarwal Stores,North,Detergent 1kg,45009
INV120814,45505,Agarwal Stores,North,Soap 100g,48742
INV120815,45308,Gupta Retailers,West,Soap 100g,2209
INV120816,45470,Sharma Distributors,South,Biscuits 200g,2483
INV120817,45515,Verma Traders,North,Shampoo 180ml,48425
INV120818,45561,Gupta Retailers,North,Toothpaste 150g,29198
INV120819,45604,Gupta Retailers,East,Toothpaste 150g,43973
INV120820,45640,Sharma Distributors,West,Shampoo 180ml,9728
INV120821,45425,Agarwal Stores,East,Detergent 1kg,43359
INV120822,45405,Sharma Distributors,West,Shampoo 180ml,33132
INV120823,45423,Gupta Retailers,South,Shampoo 180ml,23656
INV120824,45430,Sharma Distributors,East,Detergent 1kg,29202
INV120825,45656,Agarwal Stores,North,Biscuits 200g,39627
INV120826,45523,Gupta Retailers,West,Soap 100g,41649
INV120827,45383,Sharma Distributors,West,Toothpaste 150g,41194
INV120828,45558,Verma Traders,East,Toothpaste 150g,30488
INV120829,45390,Verma Traders,East,Toothpaste 150g,27785
INV120830,45498,Sharma Distributors,South,Shampoo 180ml,34644
INV120831,45299,Sharma Distributors,North,Biscuits 200g,28832
INV120832,45612,Agarwal Stores,South,Biscuits 200g,7662
INV120833,45384,Gupta Retailers,North,Shampoo 180ml,2141
INV120834,45449,Sharma Distributors,North,Detergent 1kg,41665
INV120835,45651,Gupta Retailers,West,Detergent 1kg,40739
INV120836,45390,Verma Traders,North,Biscuits 200g,28271
INV120837,45516,Gupta Retailers,East,Shampoo 180ml,27650
INV120838,45631,Singh Enterprises,West,Toothpaste 150g,35819
INV120839,45499,Agarwal Stores,South,Soap 100g,21517
INV120840,45364,Agarwal Stores,North,Biscuits 200g,36105
INV120841,45350,Gupta Retailers,West,Toothpaste 150g,6263
INV120842,45578,Agarwal Stores,East,Biscuits 200g,32532
INV120843,45355,Gupta Retailers,South,Soap 100g,36408
INV120844,45547,Gupta Retailers,West,Detergent 1kg,2575
INV120845,45339,Verma Traders,West,Biscuits 200g,27250
INV120846,45570,Gupta Retailers,East,Shampoo 180ml,18404
INV120847,45489,Agarwal Stores,East,Detergent 1kg,11286
INV120848,45449,Singh Enterprises,North,Detergent 1kg,48464
INV120849,45602,Sharma Distributors,South,Toothpaste 150g,27297
INV120850,45298,Agarwal Stores,West,Shampoo 180ml,44811
INV120851,45539,Singh Enterprises,East,Biscuits 200g,5713
INV120852,45523,Agarwal Stores,East,Biscuits 200g,1394
INV120853,45397,Singh Enterprises,West,Shampoo 180ml,2211
INV120854,45389,Agarwal Stores,East,Detergent 1kg,7557
INV120855,45559,Sharma Distributors,East,Biscuits 200g,30974
INV120856,45351,Verma Traders,North,Biscuits 200g,46729
INV120857,45599,Verma Traders,West,Biscuits 200g,46424
INV120858,45431,Sharma Distributors,North,Soap 100g,31434
INV120859,45619,Agarwal Stores,South,Shampoo 180ml,38864
INV120860,45481,Singh Enterprises,East,Soap 100g,38508
INV120861,45416,Gupta Retailers,North,Soap 100g,12115
INV120862,45454,Agarwal Stores,West,Toothpaste 150g,13613
INV120863,45351,Sharma Distributors,South,Biscuits 200g,28255
INV120864,45322,Verma Traders,South,Soap 100g,36541
INV120865,45624,Verma Traders,North,Shampoo 180ml,18590
INV120866,45367,Agarwal Stores,North,Toothpaste 150g,23395
INV120867,45534,Singh Enterprises,East,Toothpaste 150g,26489
INV120868,45608,Sharma Distributors,North,Detergent 1kg,22728
INV120869,45549,Sharma Distributors,North,Detergent 1kg,24214
INV120870,45481,Singh Enterprises,North,Toothpaste 150g,22902
INV120871,45606,Singh Enterprises,South,Shampoo 180ml,3230
INV120872,45587,Agarwal Stores,West,Soap 100g,38677
INV120873,45468,Agarwal Stores,North,Detergent 1kg,30368
INV120874,45579,Verma Traders,South,Soap 100g,10528
INV120875,45585,Verma Traders,South,Shampoo 180ml,29848
INV120876,45639,Singh Enterprises,North,Soap 100g,21800
INV120877,45498,Gupta Retailers,South,Toothpaste 150g,39800
INV120878,45506,Gupta Retailers,East,Detergent 1kg,13605
INV120879,45635,Gupta Retailers,West,Shampoo 180ml,42419
INV120880,45432,Sharma Distributors,East,Toothpaste 150g,9220
INV120881,45376,Agarwal Stores,West,Shampoo 180ml,49659
INV120882,45473,Singh Enterprises,South,Detergent 1kg,44572
INV120883,45623,Verma Traders,North,Soap 100g,40290
INV120884,45419,Gupta Retailers,North,Shampoo 180ml,11250
INV120885,45560,Verma Traders,South,Detergent 1kg,22025
INV120886,45330,Agarwal Stores,North,Toothpaste 150g,48211
INV120887,45314,Singh Enterprises,South,Detergent 1kg,1294
INV120888,45533,Gupta Retailers,East,Soap 100g,12845
INV120889,45398,Gupta Retailers,South,Detergent 1kg,23186
INV120890,45639,Singh Enterprises,South,Toothpaste 150g,5166
INV120891,45433,Verma Traders,East,Toothpaste 150g,35063
INV120892,45436,Agarwal Stores,East,Shampoo 180ml,44962
INV120893,45571,Agarwal Stores,South,Toothpaste 150g,47706
INV120894,45536,Agarwal Stores,East,Biscuits 200g,18078
INV120895,45482,Verma Traders,West,Toothpaste 150g,38760
INV120896,45581,Verma Traders,East,Soap 100g,36692
INV120897,45470,Gupta Retailers,North,Toothpaste 150g,42322
INV120898,45403,Verma Traders,East,Shampoo 180ml,33167
INV120899,45505,Sharma Distributors,East,Toothpaste 150g,27596
INV120900,45429,Singh Enterprises,South,Detergent 1kg,23019
INV120901,45491,Verma Traders,East,Detergent 1kg,35565
INV120902,45298,Agarwal Stores,West,Detergent 1kg,17458
INV120903,45637,Verma Traders,South,Biscuits 200g,46468
INV120904,45304,Gupta Retailers,West,Shampoo 180ml,23788
INV120905,45371,Singh Enterprises,North,Detergent 1kg,14930
INV120906,45577,Singh Enterprises,South,Detergent 1kg,31831
INV120907,45450,Agarwal Stores,South,Detergent 1kg,38753
INV120908,45563,Singh Enterprises,North,Shampoo 180ml,43230
INV120909,45492,Sharma Distributors,North,Detergent 1kg,44413
INV120910,45441,Singh Enterprises,West,Biscuits 200g,47718
INV120911,45587,Agarwal Stores,East,Detergent 1kg,21283
INV120912,45584,Singh Enterprises,South,Soap 100g,29577
INV120913,45625,Verma Traders,South,Biscuits 200g,31539
INV120914,45563,Gupta Retailers,West,Soap 100g,14546
INV120915,45334,Verma Traders,South,Detergent 1kg,37777
INV120916,45610,Sharma Distributors,North,Detergent 1kg,20743
INV120917,45306,Sharma Distributors,South,Shampoo 180ml,6145
INV120918,45539,Gupta Retailers,East,Soap 100g,27394
INV120919,45463,Gupta Retailers,North,Soap 100g,30960
INV120920,45509,Gupta Retailers,West,Toothpaste 150g,47902
INV120921,45428,Gupta Retailers,West,Toothpaste 150g,21292
INV120922,45612,Singh Enterprises,South,Toothpaste 150g,13190
INV120923,45518,Verma Traders,North,Toothpaste 150g,5714
INV120924,45335,Sharma Distributors,North,Soap 100g,5848
INV120925,45311,Singh Enterprises,North,Shampoo 180ml,9610
INV120926,45410,Gupta Retailers,South,Toothpaste 150g,45919
INV120927,45525,Agarwal Stores,South,Soap 100g,48649
INV120928,45627,Agarwal Stores,West,Shampoo 180ml,39633
INV120929,45647,Verma Traders,East,Shampoo 180ml,3811
INV120930,45553,Sharma Distributors,North,Toothpaste 150g,4575
INV120931,45374,Sharma Distributors,South,Soap 100g,35858
INV120932,45322,Verma Traders,South,Biscuits 200g,5891
INV120933,45613,Gupta Retailers,East,Soap 100g,27177
INV120934,45565,Gupta Retailers,South,Shampoo 180ml,46987
INV120935,45525,Sharma Distributors,South,Detergent 1kg,37896
INV120936,45319,Sharma Distributors,South,Toothpaste 150g,33595
INV120937,45543,Sharma Distributors,North,Shampoo 180ml,32197
INV120938,45615,Gupta Retailers,East,Biscuits 200g,21305
INV120939,45544,Agarwal Stores,West,Biscuits 200g,9322
INV120940,45530,Verma Traders,East,Biscuits 200g,6289
INV120941,45605,Verma Traders,East,Biscuits 200g,13249
INV120942,45466,Singh Enterprises,West,Soap 100g,29434
INV120943,45485,Singh Enterprises,West,Shampoo 180ml,23287
INV120944,45471,Agarwal Stores,South,Biscuits 200g,5996
INV120945,45586,Sharma Distributors,South,Shampoo 180ml,32838
INV120946,45506,Agarwal Stores,South,Shampoo 180ml,18700
INV120947,45494,Singh Enterprises,North,Detergent 1kg,6540
INV120948,45541,Singh Enterprises,North,Soap 100g,10118
INV120949,45653,Verma Traders,East,Detergent 1kg,36510
INV120950,45548,Agarwal Stores,North,Toothpaste 150g,27473
INV120951,45366,Gupta Retailers,North,Toothpaste 150g,8194
INV120952,45635,Singh Enterprises,West,Toothpaste 150g,15779
INV120953,45493,Verma Traders,South,Detergent 1kg,6416
INV120954,45433,Sharma Distributors,West,Shampoo 180ml,5078
INV120955,45497,Agarwal Stores,South,Toothpaste 150g,31003
INV120956,45490,Singh Enterprises,East,Toothpaste 150g,48650
INV120957,45462,Gupta Retailers,West,Detergent 1kg,33182
INV120958,45607,Singh Enterprises,South,Shampoo 180ml,10419
INV120959,45519,Gupta Retailers,West,Toothpaste 150g,600
INV120960,45470,Agarwal Stores,West,Soap 100g,21277
INV120961,45566,Gupta Retailers,South,Toothpaste 150g,31015
INV120962,45353,Gupta Retailers,North,Detergent 1kg,13137
INV120963,45618,Verma Traders,West,Detergent 1kg,23875
INV120964,45495,Agarwal Stores,East,Soap 100g,10866
INV120965,45424,Singh Enterprises,North,Shampoo 180ml,9492
INV120966,45363,Sharma Distributors,West,Soap 100g,29518
INV120967,45369,Agarwal Stores,East,Toothpaste 150g,36733
INV120968,45480,Agarwal Stores,East,Detergent 1kg,40583
INV120969,45647,Sharma Distributors,South,Shampoo 180ml,562
INV120970,45362,Singh Enterprises,North,Toothpaste 150g,41079
INV120971,45554,Verma Traders,North,Soap 100g,42951
INV120972,45597,Singh Enterprises,South,Toothpaste 150g,21122
INV120973,45337,Sharma Distributors,West,Soap 100g,42754
INV120974,45515,Singh Enterprises,West,Biscuits 200g,15666
INV120975,45619,Agarwal Stores,East,Biscuits 200g,26018
INV120976,45541,Verma Traders,East,Detergent 1kg,13188
INV120977,45367,Gupta Retailers,East,Shampoo 180ml,8135
INV120978,45365,Singh Enterprises,East,Detergent 1kg,18161
INV120979,45433,Gupta Retailers,South,Toothpaste 150g,12068
INV120980,45364,Verma Traders,West,Biscuits 200g,6399
INV120981,45393,Gupta Retailers,East,Detergent 1kg,8190
INV120982,45385,Singh Enterprises,North,Soap 100g,4237
INV120983,45360,Sharma Distributors,East,Shampoo 180ml,29292
INV120984,45356,Agarwal Stores,East,Biscuits 200g,43363
INV120985,45484,Agarwal Stores,West,Shampoo 180ml,11084
INV120986,45353,Gupta Retailers,East,Shampoo 180ml,34720
INV120987,45311,Agarwal Stores,South,Biscuits 200g,5572
INV120988,45532,Agarwal Stores,West,Soap 100g,937
INV120989,45494,Sharma Distributors,West,Soap 100g,41308
INV120990,45591,Gupta Retailers,East,Soap 100g,36334
INV120991,45486,Sharma Distributors,South,Shampoo 180ml,6196
INV120992,45353,Sharma Distributors,West,Soap 100g,42469
INV120993,45398,Verma Traders,North,Toothpaste 150g,28210
INV120994,45416,Gupta Retailers,East,Toothpaste 150g,39949
INV120995,45592,Sharma Distributors,West,Soap 100g,37046
INV120996,45558,Singh Enterprises,East,Soap 100g,18152
INV120997,45493,Agarwal Stores,North,Biscuits 200g,37422
INV120998,45453,Gupta Retailers,East,Biscuits 200g,18541
INV120999,45635,Verma Traders,East,Detergent 1kg,1643
INV121000,45593,Sharma Distributors,South,Shampoo 180ml,10878
INV121001,45403,Singh Enterprises,South,Shampoo 180ml,41878
INV121002,45628,Agarwal Stores,North,Biscuits 200g,35706
INV121003,45323,Agarwal Stores,South,Toothpaste 150g,38484
INV121004,45389,Singh Enterprises,West,Detergent 1kg,3555
INV121005,45538,Gupta Retailers,South,Biscuits 200g,20494
INV121006,45552,Agarwal Stores,West,Detergent 1kg,25168
INV121007,45482,Agarwal Stores,North,Shampoo 180ml,44430
INV121008,45320,Agarwal Stores,North,Shampoo 180ml,1618
INV121009,45339,Sharma Distributors,East,Shampoo 180ml,39586
INV121010,45541,Sharma Distributors,West,Toothpaste 150g,21624
INV121011,45517,Agarwal Stores,East,Biscuits 200g,24277
INV121012,45563,Verma Traders,East,Detergent 1kg,31768
INV121013,45444,Agarwal Stores,East,Biscuits 200g,44552
INV121014,45619,Gupta Retailers,West,Shampoo 180ml,22349
INV121015,45576,Verma Traders,South,Shampoo 180ml,22238
INV121016,45471,Gupta Retailers,West,Biscuits 200g,22072
INV121017,45593,Singh Enterprises,South,Soap 100g,19028
INV121018,45444,Singh Enterprises,West,Soap 100g,28957
INV121019,45525,Sharma Distributors,North,Biscuits 200g,1842
INV121020,45314,Sharma Distributors,North,Shampoo 180ml,21322
INV121021,45385,Sharma Distributors,South,Detergent 1kg,22182
INV121022,45536,Singh Enterprises,East,Soap 100g,25054
INV121023,45581,Gupta Retailers,East,Biscuits 200g,41853
INV121024,45451,Verma Traders,East,Toothpaste 150g,22612
INV121025,45576,Sharma Distributors,East,Biscuits 200g,2781
INV121026,45300,Singh Enterprises,West,Shampoo 180ml,21016
INV121027,45476,Sharma Distributors,North,Biscuits 200g,48074
INV121028,45586,Agarwal Stores,West,Soap 100g,19460
INV121029,45426,Verma Traders,West,Soap 100g,41825
INV121030,45401,Gupta Retailers,West,Biscuits 200g,39959
INV121031,45360,Sharma Distributors,South,Detergent 1kg,37518
INV121032,45427,Agarwal Stores,North,Biscuits 200g,16931
INV121033,45387,Agarwal Stores,South,Detergent 1kg,15002
INV121034,45410,Verma Traders,East,Soap 100g,31156
INV121035,45565,Singh Enterprises,North,Toothpaste 150g,39833
INV121036,45649,Singh Enterprises,South,Detergent 1kg,8497
INV121037,45629,Sharma Distributors,South,Biscuits 200g,27091
INV121038,45468,Sharma Distributors,West,Shampoo 180ml,49570
INV121039,45652,Singh Enterprises,South,Shampoo 180ml,14622
INV121040,45528,Gupta Retailers,South,Biscuits 200g,34677
INV121041,45563,Gupta Retailers,East,Soap 100g,28013
INV121042,45568,Agarwal Stores,East,Soap 100g,3660
INV121043,45429,Verma Traders,South,Soap 100g,13486
INV121044,45653,Gupta Retailers,South,Biscuits 200g,43841
INV121045,45423,Sharma Distributors,South,Shampoo 180ml,16000
INV121046,45335,Gupta Retailers,West,Toothpaste 150g,43679
INV121047,45414,Verma Traders,West,Shampoo 180ml,6150
INV121048,45427,Sharma Distributors,West,Soap 100g,13695
INV121049,45417,Verma Traders,East,Biscuits 200g,27183
INV121050,45566,Singh Enterprises,North,Biscuits 200g,31765
INV121051,45355,Verma Traders,West,Toothpaste 150g,23708
INV121052,45587,Verma Traders,West,Shampoo 180ml,43964
INV121053,45523,Verma Traders,South,Soap 100g,47363
INV121054,45342,Sharma Distributors,West,Toothpaste 150g,49211
INV121055,45428,Verma Traders,North,Soap 100g,14040
INV121056,45449,Verma Traders,East,Shampoo 180ml,786
INV121057,45347,Agarwal Stores,West,Toothpaste 150g,35242
INV121058,45372,Sharma Distributors,East,Soap 100g,28499
INV121059,45523,Verma Traders,West,Detergent 1kg,18585
INV121060,45617,Gupta Retailers,East,Biscuits 200g,27991
INV121061,45419,Verma Traders,East,Shampoo 180ml,5971
INV121062,45417,Gupta Retailers,West,Biscuits 200g,5514
INV121063,45608,Singh Enterprises,West,Soap 100g,20201
INV121064,45371,Singh Enterprises,East,Toothpaste 150g,14061
INV121065,45648,Sharma Distributors,North,Soap 100g,24148
INV121066,45624,Sharma Distributors,North,Detergent 1kg,41969
INV121067,45466,Singh Enterprises,North,Detergent 1kg,42381
INV121068,45436,Sharma Distributors,North,Shampoo 180ml,41243
INV121069,45417,Gupta Retailers,West,Biscuits 200g,5878
INV121070,45473,Gupta Retailers,South,Soap 100g,35264
INV121071,45510,Agarwal Stores,East,Detergent 1kg,15054
INV121072,45569,Sharma Distributors,North,Toothpaste 150g,42917
INV121073,45374,Sharma Distributors,North,Soap 100g,27662
INV121074,45432,Agarwal Stores,South,Shampoo 180ml,13087
INV121075,45625,Verma Traders,South,Toothpaste 150g,47945
INV121076,45386,Gupta Retailers,West,Biscuits 200g,32810
INV121077,45656,Verma Traders,East,Shampoo 180ml,42174
INV121078,45485,Agarwal Stores,East,Biscuits 200g,12418
INV121079,45401,Sharma Distributors,South,Biscuits 200g,34385
INV121080,45343,Verma Traders,South,Detergent 1kg,14021
INV121081,45394,Sharma Distributors,South,Biscuits 200g,29215
INV121082,45392,Agarwal Stores,West,Toothpaste 150g,17355
INV121083,45433,Singh Enterprises,East,Toothpaste 150g,10067
INV121084,45492,Sharma Distributors,South,Toothpaste 150g,19145
INV121085,45610,Verma Traders,North,Soap 100g,36536
INV121086,45490,Verma Traders,East,Detergent 1kg,2185
INV121087,45575,Agarwal Stores,East,Detergent 1kg,15843
INV121088,45508,Verma Traders,North,Toothpaste 150g,34148
INV121089,45337,Gupta Retailers,North,Soap 100g,20902
INV121090,45319,Sharma Distributors,East,Biscuits 200g,39578
INV121091,45293,Gupta Retailers,East,Biscuits 200g,5157
INV121092,45308,Agarwal Stores,South,Biscuits 200g,22953
INV121093,45606,Gupta Retailers,West,Detergent 1kg,36040
INV121094,45368,Gupta Retailers,West,Biscuits 200g,39382
INV121095,45456,Sharma Distributors,South,Soap 100g,31845
INV121096,45388,Sharma Distributors,North,Soap 100g,48255
INV121097,45396,Singh Enterprises,North,Biscuits 200g,19889
INV121098,45315,Gupta Retailers,North,Detergent 1kg,12120
INV121099,45491,Sharma Distributors,North,Shampoo 180ml,9418
INV121100,45326,Gupta Retailers,South,Toothpaste 150g,32153
INV121101,45293,Gupta Retailers,East,Biscuits 200g,15854
INV121102,45580,Agarwal Stores,South,Biscuits 200g,17600
INV121103,45623,Agarwal Stores,North,Toothpaste 150g,47158
INV121104,45633,Gupta Retailers,South,Shampoo 180ml,31161
INV121105,45429,Agarwal Stores,West,Biscuits 200g,34897
INV121106,45628,Sharma Distributors,West,Biscuits 200g,45084
INV121107,45353,Gupta Retailers,North,Shampoo 180ml,7350
INV121108,45590,Agarwal Stores,South,Toothpaste 150g,25461
INV121109,45488,Sharma Distributors,West,Soap 100g,34606
INV121110,45350,Gupta Retailers,East,Biscuits 200g,6545
INV121111,45556,Gupta Retailers,North,Biscuits 200g,8880
INV121112,45624,Agarwal Stores,South,Detergent 1kg,17572
INV121113,45479,Sharma Distributors,North,Shampoo 180ml,16748
INV121114,45354,Gupta Retailers,West,Biscuits 200g,27867
INV121115,45599,Gupta Retailers,East,Detergent 1kg,8836
INV121116,45570,Singh Enterprises,West,Soap 100g,49197
INV121117,45321,Gupta Retailers,North,Shampoo 180ml,48316
INV121118,45462,Singh Enterprises,East,Soap 100g,33799
INV121119,45312,Singh Enterprises,South,Detergent 1kg,42816
INV121120,45590,Sharma Distributors,West,Toothpaste 150g,10702
INV121121,45492,Verma Traders,East,Shampoo 180ml,10863
INV121122,45426,Singh Enterprises,North,Toothpaste 150g,7725
INV121123,45563,Sharma Distributors,South,Detergent 1kg,30967
INV121124,45314,Agarwal Stores,North,Shampoo 180ml,10318
INV121125,45378,Singh Enterprises,North,Biscuits 200g,1224
INV121126,45322,Verma Traders,South,Detergent 1kg,42262
INV121127,45412,Agarwal Stores,East,Detergent 1kg,7024
INV121128,45360,Singh Enterprises,East,Soap 100g,17039
INV121129,45425,Singh Enterprises,South,Toothpaste 150g,15502
INV121130,45606,Verma Traders,South,Shampoo 180ml,41146
INV121131,45437,Gupta Retailers,North,Shampoo 180ml,15013
INV121132,45624,Verma Traders,North,Biscuits 200g,22485
INV121133,45554,Sharma Distributors,West,Shampoo 180ml,45072
INV121134,45584,Sharma Distributors,South,Biscuits 200g,23137
INV121135,45377,Verma Traders,West,Shampoo 180ml,25391
INV121136,45307,Verma Traders,South,Soap 100g,5776
INV121137,45507,Verma Traders,West,Detergent 1kg,4652
INV121138,45407,Verma Traders,North,Shampoo 180ml,37609
INV121139,45409,Verma Traders,North,Detergent 1kg,6508
INV121140,45561,Singh Enterprises,East,Toothpaste 150g,42288
INV121141,45634,Agarwal Stores,West,Detergent 1kg,29384
INV121142,45453,Sharma Distributors,South,Toothpaste 150g,12463
INV121143,45479,Sharma Distributors,West,Shampoo 180ml,45668
INV121144,45395,Agarwal Stores,North,Soap 100g,9013
INV121145,45432,Verma Traders,East,Soap 100g,38438
INV121146,45458,Agarwal Stores,West,Detergent 1kg,9213
INV121147,45591,Verma Traders,North,Soap 100g,19787
INV121148,45319,Sharma Distributors,South,Toothpaste 150g,28750
INV121149,45563,Gupta Retailers,East,Soap 100g,25126
INV121150,45341,Sharma Distributors,North,Soap 100g,43750
INV121151,45447,Sharma Distributors,South,Soap 100g,851
INV121152,45615,Gupta Retailers,West,Biscuits 200g,3530
INV121153,45639,Agarwal Stores,South,Biscuits 200g,3235
INV121154,45412,Singh Enterprises,South,Detergent 1kg,21036
INV121155,45431,Verma Traders,South,Shampoo 180ml,19167
INV121156,45307,Verma Traders,East,Shampoo 180ml,28887
INV121157,45600,Sharma Distributors,North,Toothpaste 150g,2860
INV121158,45340,Gupta Retailers,North,Toothpaste 150g,3400
INV121159,45455,Sharma Distributors,South,Detergent 1kg,42313
INV121160,45353,Sharma Distributors,West,Biscuits 200g,38090
INV121161,45631,Agarwal Stores,West,Soap 100g,28009
INV121162,45445,Verma Traders,North,Biscuits 200g,19967
INV121163,45603,Singh Enterprises,West,Biscuits 200g,32021
INV121164,45637,Gupta Retailers,South,Detergent 1kg,30668
INV121165,45441,Singh Enterprises,North,Biscuits 200g,11189
INV121166,45364,Gupta Retailers,North,Shampoo 180ml,37788
INV121167,45360,Verma Traders,West,Biscuits 200g,39920
INV121168,45468,Agarwal Stores,North,Shampoo 180ml,13481
INV121169,45645,Singh Enterprises,East,Toothpaste 150g,8456
INV121170,45293,Gupta Retailers,South,Toothpaste 150g,29035
INV121171,45600,Sharma Distributors,East,Detergent 1kg,13189
INV121172,45410,Verma Traders,North,Soap 100g,26051
INV121173,45298,Agarwal Stores,West,Biscuits 200g,35777
INV121174,45546,Sharma Distributors,East,Soap 100g,31060
INV121175,45366,Agarwal Stores,East,Shampoo 180ml,32545
INV121176,45642,Gupta Retailers,East,Soap 100g,18682
INV121177,45486,Sharma Distributors,West,Biscuits 200g,43417
INV121178,45478,Agarwal Stores,West,Soap 100g,44295
INV121179,45294,Verma Traders,North,Soap 100g,33278
INV121180,45475,Singh Enterprises,West,Soap 100g,13561
INV121181,45626,Singh Enterprises,East,Detergent 1kg,48986
INV121182,45564,Sharma Distributors,North,Soap 100g,49893
INV121183,45343,Verma Traders,West,Biscuits 200g,27770
INV121184,45554,Verma Traders,South,Biscuits 200g,32288
INV121185,45424,Agarwal Stores,West,Soap 100g,9231
INV121186,45516,Sharma Distributors,West,Detergent 1kg,19289
INV121187,45601,Verma Traders,North,Shampoo 180ml,43222
INV121188,45352,Agarwal Stores,North,Soap 100g,12331
INV121189,45656,Verma Traders,North,Detergent 1kg,1652
INV121190,45307,Sharma Distributors,South,Toothpaste 150g,43851
INV121191,45520,Verma Traders,South,Biscuits 200g,3887
INV121192,45486,Verma Traders,West,Toothpaste 150g,41891
INV121193,45542,Verma Traders,West,Biscuits 200g,17066
INV121194,45594,Singh Enterprises,North,Shampoo 180ml,49237
INV121195,45339,Gupta Retailers,North,Detergent 1kg,27211
INV121196,45526,Sharma Distributors,South,Shampoo 180ml,46354
INV121197,45412,Singh Enterprises,South,Toothpaste 150g,20871
INV121198,45611,Gupta Retailers,North,Detergent 1kg,34734
INV121199,45341,Verma Traders,West,Toothpaste 150g,22544
INV121200,45332,Verma Traders,South,Soap 100g,35137
INV121201,45313,Singh Enterprises,North,Toothpaste 150g,45423
INV121202,45473,Agarwal Stores,North,Shampoo 180ml,33933
INV121203,45296,Sharma Distributors,North,Shampoo 180ml,22492
INV121204,45436,Gupta Retailers,South,Soap 100g,12659
INV121205,45648,Verma Traders,West,Detergent 1kg,8927
INV121206,45369,Sharma Distributors,South,Toothpaste 150g,40446
INV121207,45522,Verma Traders,West,Toothpaste 150g,14467
INV121208,45588,Verma Traders,South,Toothpaste 150g,1943
INV121209,45639,Verma Traders,North,Detergent 1kg,12110
INV121210,45500,Sharma Distributors,North,Shampoo 180ml,24848
INV121211,45454,Singh Enterprises,East,Soap 100g,34191
INV121212,45459,Sharma Distributors,North,Detergent 1kg,45139
INV121213,45569,Sharma Distributors,West,Soap 100g,41870
INV121214,45528,Agarwal Stores,North,Biscuits 200g,11963
INV121215,45467,Agarwal Stores,East,Soap 100g,36004
INV121216,45344,Singh Enterprises,North,Biscuits 200g,48424
INV121217,45640,Agarwal Stores,North,Soap 100g,27486
INV121218,45301,Singh Enterprises,South,Biscuits 200g,2871
INV121219,45437,Verma Traders,West,Toothpaste 150g,30631
INV121220,45518,Verma Traders,East,Detergent 1kg,9836
INV121221,45527,Sharma Distributors,South,Toothpaste 150g,28351
INV121222,45533,Verma Traders,East,Shampoo 180ml,10926
INV121223,45596,Agarwal Stores,North,Detergent 1kg,31935
INV121224,45362,Gupta Retailers,East,Toothpaste 150g,5350
INV121225,45449,Sharma Distributors,South,Soap 100g,39091
INV121226,45310,Singh Enterprises,North,Detergent 1kg,7467
INV121227,45346,Verma Traders,South,Soap 100g,22959
INV121228,45506,Sharma Distributors,West,Toothpaste 150g,9612
INV121229,45500,Sharma Distributors,West,Detergent 1kg,37447
INV121230,45312,Sharma Distributors,West,Toothpaste 150g,21285
INV121231,45573,Verma Traders,East,Shampoo 180ml,21213
INV121232,45540,Singh Enterprises,West,Toothpaste 150g,46073
INV121233,45319,Sharma Distributors,East,Shampoo 180ml,4806
INV121234,45587,Sharma Distributors,East,Toothpaste 150g,22783
INV121235,45502,Sharma Distributors,South,Detergent 1kg,27870
INV121236,45576,Verma Traders,North,Soap 100g,1122
INV121237,45311,Agarwal Stores,North,Detergent 1kg,38040
