Invoice_Number,Customer,Invoice_Date,Due_Date,Invoice_Amount,Payment_Status
INV123237,Singh Enterprises,17-01-2024,17-03-2024,13991,Unpaid
INV123238,Sharma Distributors,21-04-2024,21-05-2024,5419,Unpaid
INV123239,Sharma Distributors,12-04-2024,11-06-2024,35002,Unpaid
INV123240,Singh Enterprises,09-11-2024,09-12-2024,7455,Paid
INV123241,Agarwal Stores,26-03-2024,25-05-2024,949,Unpaid
INV123242,Singh Enterprises,04-02-2024,20-03-2024,31858,Unpaid
INV123243,Gupta Retailers,30-01-2024,29-02-2024,27866,Unpaid
INV123244,Sharma Distributors,10-07-2024,08-09-2024,23655,Paid
INV123245,Gupta Retailers,27-06-2024,11-08-2024,37131,Paid
INV123246,Sharma Distributors,13-04-2024,12-06-2024,49612,Paid
INV123247,Gupta Retailers,13-06-2024,13-07-2024,28976,Paid
INV123248,Sharma Distributors,01-05-2024,16-05-2024,22257,Partially Paid
INV123249,Agarwal Stores,13-05-2024,12-06-2024,21375,Unpaid
INV123250,Verma Traders,16-10-2024,31-10-2024,39527,Paid
INV123251,Singh Enterprises,07-11-2024,22-11-2024,4198,Paid
INV123252,Sharma Distributors,11-08-2024,26-08-2024,19169,Paid
INV123253,Singh Enterprises,25-01-2024,10-03-2024,17714,Paid
INV123254,Sharma Distributors,13-01-2024,12-02-2024,44869,Paid
INV123255,Verma Traders,14-11-2024,13-01-2025,12822,Paid
INV123256,Agarwal Stores,17-08-2024,01-10-2024,21042,Unpaid
INV123257,Agarwal Stores,11-04-2024,10-06-2024,33092,Unpaid
INV123258,Singh Enterprises,21-07-2024,20-08-2024,15523,Partially Paid
INV123259,Verma Traders,23-09-2024,23-10-2024,40608,Paid
INV123260,Singh Enterprises,30-12-2024,13-02-2025,47120,Unpaid
INV123261,Agarwal Stores,09-08-2024,08-09-2024,47827,Unpaid
INV123262,Gupta Retailers,13-04-2024,12-06-2024,43652,Paid
INV123263,Singh Enterprises,20-04-2024,05-05-2024,11746,Paid
INV123264,Sharma Distributors,09-03-2024,08-05-2024,35373,Partially Paid
INV123265,Agarwal Stores,23-12-2024,07-01-2025,28552,Paid
INV123266,Sharma Distributors,14-09-2024,14-10-2024,31349,Partially Paid
INV123267,Verma Traders,16-06-2024,15-08-2024,5882,Paid
INV123268,Agarwal Stores,19-10-2024,18-11-2024,22350,Unpaid
INV123269,Agarwal Stores,18-02-2024,04-03-2024,18057,Paid
INV123270,Singh Enterprises,06-09-2024,21-10-2024,37367,Unpaid
INV123271,Singh Enterprises,26-11-2024,26-12-2024,39374,Paid
INV123272,Sharma Distributors,15-03-2024,14-04-2024,40403,Unpaid
INV123273,Singh Enterprises,19-07-2024,02-09-2024,14934,Paid
INV123274,Gupta Retailers,03-02-2024,03-04-2024,21692,Paid
INV123275,Agarwal Stores,09-11-2024,09-12-2024,21071,Paid
INV123276,Verma Traders,20-04-2024,19-06-2024,26601,Partially Paid
INV123277,Agarwal Stores,17-12-2024,01-01-2025,20605,Unpaid
INV123278,Sharma Distributors,11-11-2024,26-12-2024,11109,Paid
INV123279,Singh Enterprises,24-08-2024,08-10-2024,12427,Partially Paid
INV123280,Agarwal Stores,01-02-2024,17-03-2024,44844,Paid
INV123281,Singh Enterprises,27-07-2024,10-09-2024,34787,Paid
INV123282,Sharma Distributors,11-05-2024,25-06-2024,32887,Paid
INV123283,Singh Enterprises,15-04-2024,30-05-2024,45892,Paid
INV123284,Verma Traders,02-02-2024,17-02-2024,33443,Paid
INV123285,Sharma Distributors,12-02-2024,27-02-2024,47819,Partially Paid
INV123286,Agarwal Stores,16-04-2024,15-06-2024,30253,Unpaid
INV123287,Agarwal Stores,21-09-2024,21-10-2024,32628,Partially Paid
INV123288,Verma Traders,13-08-2024,12-10-2024,47960,Unpaid
INV123289,Gupta Retailers,27-06-2024,11-08-2024,16053,Paid
INV123290,Singh Enterprises,09-08-2024,08-09-2024,39195,Unpaid
INV123291,Agarwal Stores,04-05-2024,18-06-2024,30755,Paid
INV123292,Verma Traders,02-10-2024,01-12-2024,19112,Unpaid
INV123293,Singh Enterprises,15-06-2024,30-06-2024,15745,Partially Paid
INV123294,Sharma Distributors,30-05-2024,14-07-2024,37098,Paid
INV123295,Verma Traders,10-02-2024,26-03-2024,6705,Unpaid
INV123296,Sharma Distributors,26-10-2024,25-12-2024,9751,Unpaid
INV123297,Sharma Distributors,04-02-2024,04-04-2024,8456,Partially Paid
INV123298,Sharma Distributors,09-11-2024,24-11-2024,32809,Unpaid
INV123299,Singh Enterprises,30-10-2024,14-11-2024,34747,Paid
INV123300,Gupta Retailers,18-08-2024,17-10-2024,22647,Paid
INV123301,Sharma Distributors,02-08-2024,17-08-2024,49761,Unpaid
INV123302,Agarwal Stores,09-11-2024,08-01-2025,26062,Paid
INV123303,Singh Enterprises,10-04-2024,25-04-2024,47046,Partially Paid
INV123304,Singh Enterprises,26-02-2024,11-04-2024,14801,Unpaid
INV123305,Sharma Distributors,02-08-2024,16-09-2024,9934,Unpaid
INV123306,Agarwal Stores,04-06-2024,03-08-2024,45488,Unpaid
INV123307,Verma Traders,04-03-2024,18-04-2024,44145,Paid
INV123308,Singh Enterprises,02-03-2024,01-04-2024,14616,Paid
INV123309,Sharma Distributors,04-12-2024,19-12-2024,5238,Paid
INV123310,Sharma Distributors,02-03-2024,17-03-2024,36004,Unpaid
INV123311,Gupta Retailers,03-04-2024,18-05-2024,35087,Unpaid
INV123312,Gupta Retailers,06-12-2024,20-01-2025,29638,Partially Paid
INV123313,Verma Traders,26-01-2024,11-03-2024,23657,Paid
INV123314,Verma Traders,30-04-2024,15-05-2024,11466,Paid
INV123315,Verma Traders,19-02-2024,05-03-2024,37504,Unpaid
INV123316,Verma Traders,08-09-2024,23-10-2024,5869,Paid
INV123317,Sharma Distributors,05-02-2024,06-03-2024,18897,Unpaid
INV123318,Sharma Distributors,15-10-2024,30-10-2024,32924,Unpaid
INV123319,Sharma Distributors,09-04-2024,09-05-2024,44645,Partially Paid
INV123320,Agarwal Stores,19-11-2024,04-12-2024,32865,Paid
INV123321,Verma Traders,24-11-2024,08-01-2025,4510,Paid
INV123322,Agarwal Stores,15-05-2024,29-06-2024,16165,Unpaid
INV123323,Singh Enterprises,12-07-2024,10-09-2024,25890,Unpaid
INV123324,Singh Enterprises,08-08-2024,07-10-2024,8836,Partially Paid
INV123325,Sharma Distributors,05-10-2024,04-11-2024,15888,Unpaid
INV123326,Singh Enterprises,21-11-2024,20-01-2025,47659,Unpaid
INV123327,Sharma Distributors,24-02-2024,24-04-2024,34523,Paid
INV123328,Verma Traders,19-04-2024,04-05-2024,44583,Paid
INV123329,Agarwal Stores,28-05-2024,12-06-2024,14755,Paid
INV123330,Sharma Distributors,21-09-2024,21-10-2024,4457,Paid
INV123331,Gupta Retailers,10-06-2024,25-07-2024,15349,Unpaid
INV123332,Gupta Retailers,05-07-2024,20-07-2024,32532,Paid
INV123333,Verma Traders,08-05-2024,07-06-2024,15584,Paid
INV123334,Agarwal Stores,17-04-2024,16-06-2024,20522,Paid
INV123335,Sharma Distributors,08-03-2024,07-05-2024,20502,Paid
INV123336,Verma Traders,06-03-2024,20-04-2024,10514,Paid
INV123337,Agarwal Stores,23-05-2024,07-07-2024,36498,Unpaid
INV123338,Gupta Retailers,22-02-2024,07-04-2024,30221,Paid
INV123339,Sharma Distributors,07-05-2024,21-06-2024,1247,Unpaid
INV123340,Agarwal Stores,16-11-2024,01-12-2024,27859,Unpaid
INV123341,Singh Enterprises,25-07-2024,09-08-2024,48932,Paid
INV123342,Sharma Distributors,15-11-2024,15-12-2024,1839,Unpaid
INV123343,Singh Enterprises,03-08-2024,02-10-2024,25316,Unpaid
INV123344,Verma Traders,08-03-2024,07-05-2024,9509,Paid
INV123345,Agarwal Stores,02-03-2024,17-03-2024,41581,Paid
INV123346,Agarwal Stores,28-07-2024,27-08-2024,8367,Partially Paid
INV123347,Agarwal Stores,02-12-2024,01-01-2025,12150,Paid
INV123348,Agarwal Stores,22-11-2024,07-12-2024,28807,Unpaid
INV123349,Sharma Distributors,21-02-2024,21-04-2024,35176,Paid
INV123350,Singh Enterprises,25-04-2024,09-06-2024,45557,Unpaid
INV123351,Singh Enterprises,05-03-2024,19-04-2024,26330,Paid
INV123352,Verma Traders,09-05-2024,24-05-2024,21995,Paid
INV123353,Verma Traders,25-06-2024,10-07-2024,1074,Paid
INV123354,Agarwal Stores,04-10-2024,18-11-2024,22368,Paid
INV123355,Gupta Retailers,11-06-2024,26-06-2024,1728,Unpaid
INV123356,Gupta Retailers,27-11-2024,27-12-2024,7632,Paid
INV123357,Agarwal Stores,31-05-2024,15-06-2024,19378,Paid
INV123358,Singh Enterprises,15-12-2024,14-01-2025,806,Unpaid
INV123359,Verma Traders,23-08-2024,07-10-2024,27193,Unpaid
INV123360,Sharma Distributors,06-06-2024,21-06-2024,22267,Unpaid
INV123361,Gupta Retailers,22-11-2024,21-01-2025,5545,Paid
INV123362,Verma Traders,15-04-2024,30-05-2024,10813,Paid
INV123363,Gupta Retailers,01-11-2024,16-11-2024,36523,Paid
INV123364,Singh Enterprises,11-09-2024,26-09-2024,22001,Partially Paid
INV123365,Singh Enterprises,23-12-2024,06-02-2025,24927,Paid
INV123366,Agarwal Stores,22-04-2024,21-06-2024,21427,Unpaid
INV123367,Agarwal Stores,30-01-2024,29-02-2024,39146,Unpaid
INV123368,Gupta Retailers,12-01-2024,11-02-2024,22708,Unpaid
INV123369,Gupta Retailers,25-06-2024,10-07-2024,28343,Paid
INV123370,Verma Traders,03-12-2024,02-01-2025,3958,Paid
INV123371,Agarwal Stores,15-02-2024,16-03-2024,41547,Paid
INV123372,Singh Enterprises,19-06-2024,19-07-2024,40746,Paid
INV123373,Verma Traders,09-05-2024,08-06-2024,25843,Unpaid
INV123374,Verma Traders,01-09-2024,31-10-2024,10638,Paid
INV123375,Sharma Distributors,18-12-2024,16-02-2025,36654,Paid
INV123376,Singh Enterprises,21-07-2024,20-08-2024,19399,Paid
INV123377,Verma Traders,13-08-2024,12-10-2024,27674,Paid
INV123378,Sharma Distributors,20-03-2024,19-04-2024,6495,Unpaid
INV123379,Agarwal Stores,05-11-2024,05-12-2024,21929,Paid
INV123380,Singh Enterprises,04-02-2024,04-04-2024,19238,Paid
INV123381,Agarwal Stores,21-02-2024,07-03-2024,16401,Partially Paid
INV123382,Sharma Distributors,09-06-2024,09-07-2024,14010,Unpaid
INV123383,Singh Enterprises,24-03-2024,08-05-2024,24334,Paid
INV123384,Gupta Retailers,23-11-2024,08-12-2024,49784,Paid
INV123385,Gupta Retailers,26-01-2024,25-02-2024,2455,Unpaid
INV123386,Gupta Retailers,12-08-2024,11-09-2024,49534,Partially Paid
INV123387,Verma Traders,12-11-2024,12-12-2024,30953,Unpaid
INV123388,Gupta Retailers,02-06-2024,02-07-2024,5469,Paid
INV123389,Verma Traders,19-10-2024,03-12-2024,48811,Paid
INV123390,Verma Traders,04-04-2024,04-05-2024,29578,Partially Paid
INV123391,Sharma Distributors,12-08-2024,26-09-2024,15333,Unpaid
INV123392,Gupta Retailers,23-09-2024,23-10-2024,26306,Unpaid
INV123393,Singh Enterprises,10-02-2024,25-02-2024,12717,Unpaid
INV123394,Verma Traders,12-05-2024,26-06-2024,2079,Unpaid
INV123395,Sharma Distributors,06-03-2024,21-03-2024,45800,Paid
INV123396,Verma Traders,28-07-2024,12-08-2024,13388,Paid
INV123397,Singh Enterprises,01-06-2024,16-06-2024,11075,Paid
INV123398,Singh Enterprises,20-06-2024,19-08-2024,31726,Partially Paid
INV123399,Gupta Retailers,20-11-2024,20-12-2024,2643,Unpaid
INV123400,Verma Traders,28-02-2024,29-03-2024,40461,Paid
INV123401,Singh Enterprises,02-07-2024,31-08-2024,7736,Paid
INV123402,Agarwal Stores,28-06-2024,28-07-2024,34813,Paid
INV123403,Singh Enterprises,17-11-2024,02-12-2024,3646,Unpaid
INV123404,Singh Enterprises,19-11-2024,18-01-2025,24404,Paid
INV123405,Verma Traders,12-01-2024,11-02-2024,26063,Paid
INV123406,Singh Enterprises,08-03-2024,07-04-2024,21315,Paid
INV123407,Sharma Distributors,24-11-2024,24-12-2024,23455,Partially Paid
INV123408,Singh Enterprises,20-07-2024,03-09-2024,23029,Unpaid
INV123409,Agarwal Stores,06-01-2024,05-02-2024,44176,Unpaid
INV123410,Singh Enterprises,15-01-2024,14-02-2024,29791,Unpaid
INV123411,Gupta Retailers,11-02-2024,27-03-2024,1397,Paid
INV123412,Verma Traders,31-01-2024,16-03-2024,15422,Unpaid
INV123413,Agarwal Stores,29-06-2024,29-07-2024,44950,Paid
INV123414,Sharma Distributors,18-09-2024,03-10-2024,1363,Paid
INV123415,Singh Enterprises,15-10-2024,30-10-2024,11618,Paid
INV123416,Singh Enterprises,21-01-2024,06-03-2024,1459,Paid
INV123417,Sharma Distributors,30-06-2024,14-08-2024,9848,Paid
INV123418,Singh Enterprises,02-07-2024,16-08-2024,8654,Partially Paid
INV123419,Gupta Retailers,31-08-2024,15-09-2024,27327,Unpaid
INV123420,Agarwal Stores,15-12-2024,13-02-2025,19835,Paid
INV123421,Singh Enterprises,28-05-2024,27-06-2024,43632,Paid
INV123422,Sharma Distributors,12-09-2024,12-10-2024,14454,Unpaid
INV123423,Sharma Distributors,09-04-2024,24-04-2024,1747,Paid
INV123424,Agarwal Stores,24-02-2024,25-03-2024,5385,Paid
INV123425,Gupta Retailers,04-07-2024,02-09-2024,39730,Paid
INV123426,Agarwal Stores,15-11-2024,30-11-2024,28431,Unpaid
INV123427,Singh Enterprises,26-03-2024,25-04-2024,22221,Paid
INV123428,Gupta Retailers,22-06-2024,21-08-2024,39968,Unpaid
INV123429,Gupta Retailers,22-01-2024,07-03-2024,31112,Partially Paid
INV123430,Sharma Distributors,31-08-2024,15-10-2024,7358,Paid
INV123431,Gupta Retailers,29-02-2024,15-03-2024,30302,Unpaid
INV123432,Singh Enterprises,13-04-2024,28-04-2024,18170,Paid
INV123433,Singh Enterprises,18-05-2024,02-07-2024,10457,Paid
INV123434,Singh Enterprises,29-10-2024,13-11-2024,27964,Unpaid
INV123435,Verma Traders,07-06-2024,22-06-2024,30498,Paid
INV123436,Gupta Retailers,19-08-2024,03-09-2024,42787,Paid
INV123437,Gupta Retailers,17-03-2024,16-04-2024,10581,Unpaid
INV123438,Singh Enterprises,18-01-2024,02-02-2024,36718,Unpaid
INV123439,Sharma Distributors,22-01-2024,06-02-2024,27422,Paid
INV123440,Gupta Retailers,02-07-2024,16-08-2024,27149,Partially Paid
INV123441,Verma Traders,24-05-2024,23-07-2024,35129,Partially Paid
INV123442,Gupta Retailers,07-02-2024,08-03-2024,49517,Unpaid
INV123443,Agarwal Stores,07-10-2024,06-11-2024,37104,Unpaid
INV123444,Verma Traders,14-10-2024,28-11-2024,23277,Unpaid
INV123445,Sharma Distributors,22-05-2024,21-07-2024,20888,Unpaid
INV123446,Verma Traders,13-01-2024,13-03-2024,49260,Unpaid
INV123447,Verma Traders,04-07-2024,02-09-2024,4645,Paid
INV123448,Gupta Retailers,23-09-2024,23-10-2024,24351,Unpaid
INV123449,Verma Traders,25-09-2024,24-11-2024,28274,Paid
INV123450,Singh Enterprises,06-04-2024,05-06-2024,26986,Paid
INV123451,Verma Traders,22-12-2024,05-02-2025,41750,Partially Paid
INV123452,Gupta Retailers,20-10-2024,19-12-2024,34615,Paid
INV123453,Singh Enterprises,01-01-2024,16-01-2024,27557,Unpaid
INV123454,Sharma Distributors,21-10-2024,20-11-2024,18619,Unpaid
INV123455,Agarwal Stores,27-01-2024,26-02-2024,34869,Partially Paid
INV123456,Verma Traders,05-02-2024,21-03-2024,22527,Paid
INV123457,Singh Enterprises,08-06-2024,08-07-2024,34406,Paid
INV123458,Singh Enterprises,31-01-2024,01-03-2024,12987,Paid
INV123459,Sharma Distributors,06-05-2024,21-05-2024,30446,Paid
INV123460,Sharma Distributors,18-09-2024,02-11-2024,12956,Partially Paid
INV123461,Agarwal Stores,10-12-2024,24-01-2025,45128,Partially Paid
INV123462,Agarwal Stores,28-07-2024,11-09-2024,22738,Unpaid
INV123463,Gupta Retailers,29-05-2024,13-07-2024,20103,Paid
INV123464,Agarwal Stores,31-01-2024,16-03-2024,49378,Paid
INV123465,Agarwal Stores,09-04-2024,09-05-2024,14918,Partially Paid
INV123466,Singh Enterprises,24-11-2024,24-12-2024,7842,Paid
INV123467,Verma Traders,28-10-2024,27-11-2024,10961,Paid
INV123468,Verma Traders,18-12-2024,16-02-2025,33340,Unpaid
INV123469,Agarwal Stores,06-08-2024,05-09-2024,45189,Unpaid
INV123470,Gupta Retailers,09-09-2024,24-09-2024,33891,Paid
INV123471,Gupta Retailers,19-06-2024,19-07-2024,25263,Partially Paid
INV123472,Verma Traders,13-09-2024,28-09-2024,28642,Paid
INV123473,Sharma Distributors,26-02-2024,12-03-2024,19111,Partially Paid
INV123474,Singh Enterprises,09-01-2024,24-01-2024,49446,Unpaid
INV123475,Agarwal Stores,05-01-2024,19-02-2024,45282,Partially Paid
INV123476,Singh Enterprises,30-11-2024,15-12-2024,22840,Paid
INV123477,Agarwal Stores,23-04-2024,07-06-2024,19511,Unpaid
INV123478,Agarwal Stores,21-09-2024,06-10-2024,39077,Paid
INV123479,Verma Traders,21-06-2024,06-07-2024,48609,Unpaid
INV123480,Singh Enterprises,07-08-2024,21-09-2024,28718,Unpaid
INV123481,Singh Enterprises,23-07-2024,21-09-2024,34834,Paid
INV123482,Sharma Distributors,24-01-2024,09-03-2024,35988,Paid
INV123483,Sharma Distributors,18-06-2024,18-07-2024,8420,Paid
INV123484,Singh Enterprises,12-04-2024,11-06-2024,10548,Paid
INV123485,Sharma Distributors,29-02-2024,29-04-2024,9734,Unpaid
INV123486,Sharma Distributors,26-03-2024,10-05-2024,40834,Partially Paid
INV123487,Agarwal Stores,11-09-2024,26-10-2024,39733,Paid
INV123488,Verma Traders,13-06-2024,12-08-2024,49463,Paid
INV123489,Agarwal Stores,15-06-2024,14-08-2024,46427,Unpaid
INV123490,Sharma Distributors,24-03-2024,08-05-2024,16815,Unpaid
INV123491,Agarwal Stores,20-07-2024,18-09-2024,12958,Paid
INV123492,Agarwal Stores,30-03-2024,14-04-2024,6184,Paid
INV123493,Gupta Retailers,29-03-2024,13-05-2024,26937,Unpaid
INV123494,Agarwal Stores,29-04-2024,13-06-2024,24562,Unpaid
INV123495,Agarwal Stores,04-06-2024,19-06-2024,20874,Paid
INV123496,Verma Traders,06-07-2024,05-08-2024,18140,Paid
INV123497,Singh Enterprises,06-07-2024,21-07-2024,29604,Paid
INV123498,Gupta Retailers,18-09-2024,17-11-2024,20226,Partially Paid
INV123499,Gupta Retailers,21-02-2024,21-04-2024,47200,Unpaid
INV123500,Gupta Retailers,19-05-2024,18-07-2024,35234,Paid
INV123501,Gupta Retailers,19-01-2024,19-03-2024,44645,Paid
INV123502,Verma Traders,15-03-2024,14-04-2024,46788,Unpaid
INV123503,Singh Enterprises,17-08-2024,16-09-2024,26108,Paid
INV123504,Verma Traders,09-05-2024,24-05-2024,7349,Paid
INV123505,Gupta Retailers,24-02-2024,10-03-2024,21797,Unpaid
INV123506,Singh Enterprises,27-09-2024,26-11-2024,49064,Unpaid
INV123507,Verma Traders,09-04-2024,09-05-2024,5968,Paid
INV123508,Singh Enterprises,09-03-2024,08-05-2024,43878,Paid
INV123509,Verma Traders,25-10-2024,24-11-2024,46419,Unpaid
INV123510,Singh Enterprises,17-01-2024,02-03-2024,1259,Paid
INV123511,Verma Traders,19-12-2024,18-01-2025,17140,Paid
INV123512,Gupta Retailers,25-04-2024,09-06-2024,2129,Unpaid
INV123513,Gupta Retailers,31-05-2024,15-06-2024,27888,Unpaid
INV123514,Gupta Retailers,25-11-2024,10-12-2024,7885,Paid
INV123515,Verma Traders,25-04-2024,10-05-2024,33349,Partially Paid
INV123516,Singh Enterprises,30-01-2024,29-02-2024,35051,Unpaid
INV123517,Singh Enterprises,18-11-2024,18-12-2024,13212,Partially Paid
INV123518,Sharma Distributors,20-02-2024,05-04-2024,23399,Paid
INV123519,Agarwal Stores,29-02-2024,15-03-2024,28451,Unpaid
INV123520,Gupta Retailers,16-08-2024,15-09-2024,23494,Paid
INV123521,Gupta Retailers,15-09-2024,14-11-2024,6486,Paid
INV123522,Gupta Retailers,25-12-2024,09-01-2025,22587,Unpaid
INV123523,Sharma Distributors,05-01-2024,05-03-2024,2535,Unpaid
INV123524,Sharma Distributors,28-01-2024,12-02-2024,5604,Partially Paid
INV123525,Sharma Distributors,10-09-2024,10-10-2024,42318,Partially Paid
INV123526,Gupta Retailers,29-12-2024,28-01-2025,29016,Paid
INV123527,Singh Enterprises,18-08-2024,02-10-2024,41629,Paid
INV123528,Gupta Retailers,22-12-2024,06-01-2025,40315,Partially Paid
INV123529,Sharma Distributors,18-07-2024,16-09-2024,22111,Paid
INV123530,Sharma Distributors,27-11-2024,26-01-2025,13923,Paid
INV123531,Agarwal Stores,27-09-2024,12-10-2024,723,Partially Paid
INV123532,Verma Traders,04-12-2024,18-01-2025,11462,Paid
INV123533,Agarwal Stores,30-10-2024,14-11-2024,25559,Unpaid
INV123534,Agarwal Stores,15-02-2024,31-03-2024,32879,Paid
INV123535,Gupta Retailers,28-01-2024,28-03-2024,10493,Paid
INV123536,Verma Traders,07-01-2024,06-02-2024,27059,Paid
INV123537,Verma Traders,19-08-2024,18-09-2024,8599,Paid
INV123538,Gupta Retailers,17-07-2024,01-08-2024,19190,Unpaid
INV123539,Singh Enterprises,03-04-2024,03-05-2024,44361,Unpaid
INV123540,Gupta Retailers,22-03-2024,06-05-2024,29158,Paid
INV123541,Singh Enterprises,28-03-2024,27-05-2024,49736,Unpaid
INV123542,Singh Enterprises,04-07-2024,03-08-2024,17873,Paid
INV123543,Verma Traders,30-08-2024,29-10-2024,46222,Paid
INV123544,Gupta Retailers,08-03-2024,22-04-2024,13365,Paid
INV123545,Gupta Retailers,06-11-2024,06-12-2024,3515,Paid
INV123546,Verma Traders,05-07-2024,19-08-2024,8094,Paid
INV123547,Agarwal Stores,26-08-2024,10-10-2024,26250,Partially Paid
INV123548,Gupta Retailers,05-08-2024,19-09-2024,12314,Paid
INV123549,Sharma Distributors,17-04-2024,16-06-2024,44953,Unpaid
INV123550,Sharma Distributors,02-11-2024,17-11-2024,16220,Paid
INV123551,Gupta Retailers,07-02-2024,22-02-2024,8087,Paid
INV123552,Singh Enterprises,14-12-2024,13-01-2025,15489,Paid
INV123553,Verma Traders,02-10-2024,17-10-2024,30568,Paid
INV123554,Singh Enterprises,10-01-2024,09-02-2024,30579,Paid
INV123555,Sharma Distributors,26-01-2024,11-03-2024,27986,Paid
INV123556,Sharma Distributors,17-02-2024,02-04-2024,22956,Paid
INV123557,Verma Traders,12-12-2024,11-01-2025,20130,Paid
INV123558,Sharma Distributors,14-01-2024,13-02-2024,28710,Unpaid
INV123559,Agarwal Stores,09-04-2024,24-05-2024,40070,Paid
INV123560,Sharma Distributors,05-07-2024,04-08-2024,5905,Paid
INV123561,Singh Enterprises,12-01-2024,11-02-2024,5695,Paid
INV123562,Singh Enterprises,05-10-2024,04-11-2024,49203,Paid
INV123563,Agarwal Stores,06-12-2024,05-01-2025,48431,Paid
INV123564,Singh Enterprises,23-11-2024,23-12-2024,9757,Unpaid
INV123565,Singh Enterprises,15-06-2024,14-08-2024,5017,Partially Paid
INV123566,Singh Enterprises,01-05-2024,30-06-2024,36563,Paid
INV123567,Gupta Retailers,04-04-2024,03-06-2024,40997,Paid
INV123568,Agarwal Stores,25-01-2024,10-03-2024,33030,Unpaid
INV123569,Agarwal Stores,17-01-2024,17-03-2024,15409,Paid
INV123570,Sharma Distributors,29-01-2024,13-02-2024,8504,Paid
INV123571,Agarwal Stores,18-11-2024,03-12-2024,33586,Paid
INV123572,Verma Traders,06-12-2024,04-02-2025,38434,Unpaid
INV123573,Agarwal Stores,08-11-2024,07-01-2025,25461,Paid
INV123574,Verma Traders,12-03-2024,27-03-2024,23667,Unpaid
INV123575,Singh Enterprises,26-09-2024,10-11-2024,37070,Paid
INV123576,Verma Traders,06-09-2024,21-10-2024,17909,Paid
INV123577,Gupta Retailers,21-10-2024,05-11-2024,7448,Paid
INV123578,Singh Enterprises,23-05-2024,07-07-2024,29336,Partially Paid
INV123579,Verma Traders,30-09-2024,30-10-2024,2988,Unpaid
INV123580,Singh Enterprises,10-08-2024,09-10-2024,45705,Partially Paid
INV123581,Gupta Retailers,15-03-2024,30-03-2024,10581,Paid
INV123582,Singh Enterprises,11-04-2024,11-05-2024,1587,Partially Paid
INV123583,Singh Enterprises,20-01-2024,19-02-2024,32154,Paid
INV123584,Agarwal Stores,26-04-2024,11-05-2024,17482,Paid
INV123585,Sharma Distributors,22-06-2024,21-08-2024,44093,Unpaid
INV123586,Verma Traders,21-06-2024,20-08-2024,42377,Partially Paid
INV123587,Sharma Distributors,04-01-2024,03-02-2024,43266,Unpaid
INV123588,Gupta Retailers,05-12-2024,03-02-2025,24496,Unpaid
INV123589,Gupta Retailers,27-05-2024,26-06-2024,13743,Paid
INV123590,Singh Enterprises,23-04-2024,07-06-2024,24496,Paid
INV123591,Sharma Distributors,16-11-2024,31-12-2024,30641,Unpaid
INV123592,Verma Traders,15-06-2024,30-06-2024,13851,Unpaid
INV123593,Verma Traders,26-10-2024,10-12-2024,8343,Paid
INV123594,Singh Enterprises,27-04-2024,26-06-2024,36702,Unpaid
INV123595,Verma Traders,09-04-2024,08-06-2024,14490,Unpaid
INV123596,Agarwal Stores,30-09-2024,15-10-2024,8195,Paid
INV123597,Sharma Distributors,23-06-2024,23-07-2024,25194,Unpaid
INV123598,Gupta Retailers,07-06-2024,22-07-2024,42262,Paid
INV123599,Verma Traders,14-08-2024,13-09-2024,27115,Unpaid
INV123600,Verma Traders,07-02-2024,07-04-2024,1427,Paid
INV123601,Verma Traders,16-07-2024,30-08-2024,37415,Paid
INV123602,Singh Enterprises,15-05-2024,14-06-2024,18722,Unpaid
INV123603,Gupta Retailers,13-04-2024,12-06-2024,14027,Unpaid
INV123604,Sharma Distributors,11-07-2024,09-09-2024,39304,Unpaid
INV123605,Verma Traders,06-09-2024,06-10-2024,23772,Unpaid
INV123606,Agarwal Stores,13-01-2024,27-02-2024,6470,Unpaid
INV123607,Singh Enterprises,24-02-2024,10-03-2024,17043,Paid
INV123608,Sharma Distributors,09-12-2024,08-01-2025,13223,Unpaid
INV123609,Verma Traders,25-03-2024,24-05-2024,21317,Paid
INV123610,Sharma Distributors,18-04-2024,02-06-2024,8958,Unpaid
INV123611,Singh Enterprises,12-02-2024,12-04-2024,30580,Paid
INV123612,Agarwal Stores,11-03-2024,26-03-2024,3483,Paid
INV123613,Verma Traders,24-09-2024,09-10-2024,29626,Unpaid
INV123614,Agarwal Stores,28-02-2024,28-04-2024,4969,Paid
INV123615,Singh Enterprises,13-02-2024,14-03-2024,37316,Paid
INV123616,Agarwal Stores,28-09-2024,13-10-2024,18212,Unpaid
INV123617,Singh Enterprises,14-01-2024,14-03-2024,29823,Partially Paid
INV123618,Agarwal Stores,21-04-2024,06-05-2024,23732,Paid
INV123619,Sharma Distributors,09-11-2024,24-11-2024,30646,Unpaid
INV123620,Sharma Distributors,15-08-2024,14-09-2024,14946,Unpaid
INV123621,Singh Enterprises,17-06-2024,17-07-2024,16721,Unpaid
INV123622,Sharma Distributors,17-10-2024,01-11-2024,32827,Unpaid
INV123623,Agarwal Stores,02-09-2024,17-10-2024,31236,Unpaid
INV123624,Agarwal Stores,22-09-2024,22-10-2024,1657,Partially Paid
INV123625,Verma Traders,02-12-2024,01-01-2025,35887,Unpaid
INV123626,Singh Enterprises,30-08-2024,29-10-2024,1835,Paid
INV123627,Sharma Distributors,06-06-2024,05-08-2024,27656,Paid
